,0,1,2,3,4,5
0,8.64,1.23,50.62,36.63,2.47,0.41
1,0.69,3.44,56.76,37.86,1.2,0.06
2,0.24,0.49,60.62,36.73,1.91,0.01
3,0.07,0.13,28.2,61.47,9.9,0.21
4,0.0,0.0,7.81,68.75,22.96,0.49
5,0.0,0.0,2.67,70.27,26.26,0.81
