,0,1,2,3,4,5
0,3.29,6.17,41.56,39.09,8.23,1.65
1,0.17,10.48,45.36,37.57,6.07,0.34
2,0.09,3.68,49.79,41.06,5.12,0.25
3,0.03,0.95,25.36,52.69,18.44,2.53
4,0.0,0.2,11.86,49.27,30.95,7.72
5,0.0,0.19,10.24,43.27,33.4,12.91
