,acc,recall,precision,f1
0,0.4394721744119334,0.4394721744119334,0.4354684599772018,0.43661073518863824
1,0.44425320328934786,0.44425320328934786,0.44499447598215613,0.4421986615328412
2,0.4495219885277247,0.4495219885277247,0.4390462678325195,0.44377372004814963
3,0.4605238004205697,0.4605238004205697,0.46535323767440007,0.45960727635501014
4,0.45756880733944955,0.45756880733944955,0.44760528163127633,0.4508553551701228
5,0.47878440366972475,0.47878440366972475,0.4745571054760325,0.4689885224297203
6,0.441131498470948,0.441131498470948,0.43284076659714005,0.4356052691946217
7,0.4561437034206,0.4561437034206,0.44811938160944936,0.4500068167159896
8,0.45414596866641194,0.45414596866641194,0.4546193288117287,0.4531176204834997
9,0.4458452722063037,0.4458452722063037,0.4399500752237533,0.44041591587347134
average,0.45273908204230134,0.45273908204230134,0.44825543808156587,0.44811798929920643
std,0.011029455650386303,0.011029455650386303,0.012611873085900758,0.010029247909343767
