,0,1,2,3,4,5
0,8.83,13.58,31.2,23.05,16.13,7.21
1,1.55,20.07,29.52,32.66,13.96,2.24
2,0.81,15.28,32.87,40.68,9.13,1.24
3,0.59,4.65,30.93,37.54,16.51,9.79
4,0.0,1.77,18.41,30.49,33.14,16.18
5,0.0,1.99,23.51,34.06,26.99,13.44
