,0,1,2,3,4,5
0,19.51,0.0,29.26,33.79,17.45,0.0
1,0.0,12.74,35.64,37.06,10.73,3.83
2,1.76,3.52,43.17,42.69,6.27,2.59
3,0.0,1.99,35.77,42.25,19.98,0.0
4,0.0,0.0,8.32,45.39,45.17,1.12
5,0.0,0.0,2.74,49.44,47.82,0.0
