,0,1,2,3,4,5
0,22.6,0.0,0.5,0.5,0.7,0.0
1,0.0,165.0,4.6,3.6,1.4,0.0
2,0.0,1.2,1681.1,37.4,6.4,0.1
3,0.6,1.5,52.5,2209.9,13.9,1.3
4,0.2,2.4,8.0,35.9,816.5,2.8
5,0.0,0.0,0.4,5.7,5.3,149.7
