,0,1,2,3,4,5
0,44.37,0.0,20.51,23.46,11.66,0.0
1,0.0,37.25,30.57,18.25,13.94,0.0
2,0.0,8.54,42.38,34.54,12.34,2.2
3,2.43,4.57,26.92,41.06,20.02,4.99
4,3.37,3.72,13.97,31.08,40.86,7.01
5,0.0,0.0,5.42,23.23,32.08,39.28
