,0,1,2,3,4,5
0,4.12,0.0,47.33,41.15,7.41,0.0
1,0.0,2.18,51.95,42.84,2.75,0.29
2,0.02,0.25,61.69,37.42,0.56,0.05
3,0.0,0.09,23.2,71.74,4.97,0.0
4,0.0,0.0,5.24,75.17,19.57,0.02
5,0.0,0.0,1.12,74.74,24.15,0.0
