,0,1,2,3,4,5
0,93.0,0.0,2.06,2.06,2.88,0.0
1,0.0,94.5,2.63,2.06,0.8,0.0
2,0.0,0.07,97.39,2.17,0.37,0.01
3,0.03,0.07,2.3,96.94,0.61,0.06
4,0.02,0.28,0.92,4.15,94.31,0.32
5,0.0,0.0,0.25,3.54,3.29,92.92
