,0,1,2,3,4,5
0,95.88,0.0,3.29,0.82,0.0,0.0
1,0.0,97.59,1.43,0.92,0.06,0.0
2,0.0,0.02,99.44,0.52,0.02,0.0
3,0.0,0.0,0.91,99.0,0.09,0.0
4,0.0,0.02,0.31,2.21,97.46,0.0
5,0.0,0.0,0.25,2.23,1.55,95.97
