,0,1,2,3,4,5
0,1.0,1.2,9.6,9.6,2.2,0.7
1,0.4,6.9,67.8,84.5,12.3,2.7
2,0.4,51.0,710.5,837.4,101.4,25.5
3,1.6,50.8,569.3,1272.3,326.6,59.1
4,0.2,15.6,116.5,501.6,204.4,27.5
5,0.0,3.1,19.8,84.7,45.3,8.2
