,0,1,2,3,4,5
0,9.72,11.13,31.61,30.76,11.13,5.66
1,0.66,11.33,36.56,32.89,12.94,5.62
2,0.09,12.21,36.18,37.15,9.93,4.44
3,0.18,9.61,25.09,33.45,24.03,7.63
4,0.14,7.17,15.98,34.85,33.98,7.87
5,0.0,8.23,9.91,32.36,37.3,12.2
