,0,1,2,3,4,5
0,18.7,19.99,23.18,17.79,9.35,10.99
1,2.66,34.68,25.02,25.89,8.5,3.25
2,2.67,12.26,33.75,37.43,8.75,5.14
3,0.0,10.03,27.72,29.61,27.12,5.52
4,0.0,1.65,19.13,33.94,36.57,8.71
5,0.0,0.0,10.7,26.38,29.33,33.58
