,acc,recall,precision,f1
0,0.5402562631478294,0.5402562631478294,0.5086744134194274,0.5105929030187664
1,0.5402562631478294,0.5402562631478294,0.5109346638173843,0.5087741880964031
2,0.5393881453154876,0.5393881453154876,0.5000732822734953,0.5079427332874835
3,0.5381380233225005,0.5381380233225005,0.5169739757236447,0.509768229382574
4,0.5357415902140673,0.5357415902140673,0.5052830774696608,0.5072920320305041
5,0.5456804281345565,0.5456804281345565,0.5252552320951367,0.5165316546162085
6,0.5420489296636085,0.5420489296636085,0.5215522637751318,0.5139474257442349
7,0.5398433021211542,0.5398433021211542,0.5192608891673615,0.5094563735693818
8,0.5389759266335499,0.5389759266335499,0.5173849727232456,0.5091626223660499
9,0.5386819484240688,0.5386819484240688,0.5079922105263792,0.5073721569777284
average,0.5399010820124652,0.5399010820124652,0.5133384980990867,0.5100840319089335
std,0.0024755764606840345,0.0024755764606840345,0.007557185418535787,0.002820454956990327
