,0,1,2,3,4,5
0,31.06,39.51,8.38,7.17,5.13,8.75
1,20.61,46.98,14.62,13.46,1.99,2.35
2,9.8,49.15,28.57,10.41,1.23,0.84
3,8.67,47.44,4.88,32.43,3.14,3.44
4,7.02,44.97,1.92,14.29,22.87,8.94
5,4.96,39.49,2.7,17.46,14.49,20.89
