,0,1,2,3,4,5
0,30.21,42.72,4.1,7.16,4.47,11.35
1,31.39,45.78,1.62,9.15,4.54,7.52
2,29.93,46.68,2.47,12.03,2.88,6.01
3,19.86,46.51,0.93,11.42,6.16,15.13
4,11.17,47.22,0.44,7.85,8.92,24.4
5,7.41,44.53,2.28,8.21,7.74,29.83
