,0,1,2,3,4,5
0,32.51,2.47,40.74,21.4,1.65,1.23
1,0.4,21.02,52.46,25.09,0.86,0.17
2,0.05,0.52,72.45,25.48,1.41,0.09
3,0.01,0.21,16.91,75.22,7.51,0.13
4,0.0,0.12,3.85,44.39,50.87,0.79
5,0.0,0.37,1.99,40.41,38.61,18.62
