,0,1,2,3,4,5
0,3.6,2.8,10.1,6.2,0.7,0.9
1,0.2,54.1,71.0,42.3,6.4,0.6
2,1.9,21.9,1309.4,367.3,23.4,2.3
3,0.0,13.8,385.4,1749.3,124.5,6.7
4,0.0,0.2,72.3,287.3,496.4,9.6
5,0.0,0.0,6.8,59.0,53.5,41.8
