,acc,recall,precision,f1
0,0.46567221266016445,0.46567221266016445,0.4782401135628925,0.443022099350449
1,0.45917001338688085,0.45917001338688085,0.4278538407706936,0.41216547882295407
2,0.4334608030592734,0.4334608030592734,0.42100561433470407,0.41730272538404234
3,0.4081437583636016,0.4081437583636016,0.4207939154065648,0.39001967011641464
4,0.46234709480122327,0.46234709480122327,0.4305564197594664,0.4374057718978658
5,0.40863914373088683,0.40863914373088683,0.4079700060489702,0.40505958754146704
6,0.42373853211009177,0.42373853211009177,0.3794819993671328,0.39158706772866125
7,0.48901203898337475,0.48901203898337475,0.41891461728684515,0.43000120452268076
8,0.42816201757737865,0.42816201757737865,0.389698173074859,0.4017849067386701
9,0.482712511938873,0.482712511938873,0.46676692351176746,0.46626720619048667
average,0.4461058126611749,0.4461058126611749,0.42412816231238964,0.41946157182936916
std,0.027973793844615236,0.027973793844615236,0.028790986431580016,0.02323904650594012
