,0,1,2,3,4,5
0,4.12,4.94,39.51,39.51,9.05,2.88
1,0.23,3.95,38.83,48.4,7.04,1.55
2,0.02,2.95,41.16,48.51,5.87,1.48
3,0.07,2.23,24.97,55.81,14.33,2.59
4,0.02,1.8,13.46,57.93,23.61,3.18
5,0.0,1.92,12.29,52.58,28.12,5.09
