,0,1,2,3,4,5
0,18.93,0.0,42.39,38.27,0.41,0.0
1,0.97,0.57,61.34,35.05,2.06,0.0
2,0.44,0.1,58.81,40.04,0.53,0.08
3,0.0,0.02,22.49,69.79,7.67,0.04
4,0.0,0.0,6.61,68.8,24.59,0.0
5,0.0,0.0,5.9,56.24,37.86,0.0
