,0,1,2,3,4,5
0,46.67,0.0,34.75,18.58,0.0,0.0
1,0.0,36.45,33.36,24.46,5.73,0.0
2,0.0,6.61,46.06,41.14,6.19,0.0
3,0.0,2.55,37.49,43.69,13.72,2.55
4,0.0,3.17,15.84,35.29,45.7,0.0
5,0.0,0.0,10.09,35.47,18.31,36.12
