,0,1,2,3,4,5
0,7.82,4.94,45.68,29.22,9.05,3.29
1,0.06,4.47,54.81,32.36,6.24,2.06
2,0.06,2.23,59.39,32.25,4.84,1.23
3,0.0,1.04,34.85,49.48,11.11,3.52
4,0.0,0.52,15.75,59.01,17.79,6.93
5,0.0,0.31,12.73,55.8,20.67,10.49
