,0,1,2,3,4,5
0,72.84,7.0,1.23,5.76,2.06,11.11
1,56.93,16.09,1.2,10.6,5.15,10.02
2,52.53,10.71,4.69,20.44,2.65,8.98
3,33.5,9.95,2.14,18.78,6.44,29.19
4,15.63,8.34,0.9,11.34,9.82,53.97
5,10.8,6.83,0.31,9.25,6.02,66.79
