,0,1,2,3,4,5
0,16.14,0.0,29.65,44.32,9.88,0.0
1,12.43,6.18,31.17,34.84,15.38,0.0
2,14.36,7.27,39.35,28.44,8.2,2.38
3,0.0,1.48,18.6,40.48,37.11,2.34
4,0.0,0.0,17.67,37.58,44.75,0.0
5,0.0,0.0,34.72,37.05,28.23,0.0
