,0,1,2,3,4,5
0,7.9,0.6,9.9,5.2,0.4,0.3
1,0.7,36.7,91.6,43.8,1.5,0.3
2,0.8,9.0,1250.6,439.9,24.3,1.6
3,0.3,4.7,385.5,1714.9,171.3,3.0
4,0.0,1.0,33.3,384.3,440.4,6.8
5,0.0,0.6,3.2,65.1,62.2,30.0
