,0,1,2,3,4,5
0,70.37,6.17,7.41,9.47,1.23,5.35
1,24.57,34.77,21.31,16.9,1.09,1.37
2,12.32,7.42,60.64,17.08,1.92,0.62
3,9.19,6.09,7.58,68.2,5.96,2.99
4,6.2,4.94,2.04,24.27,54.95,7.59
5,4.59,3.97,0.68,18.37,22.53,49.84
